time,density,heading,latitude,longitude,passID,speed,temperature
2023-01-17T17:20:30.08Z,91.24,2.749,35.681482,-96.66277,44,4.626,156.2684993
2023-01-17T17:20:30.208Z,91.24,2.749,35.681482,-96.66277,44,4.626,156.6816009
2023-01-17T17:20:30.336Z,91.24,2.749,35.681482,-96.66277,44,4.626,155.7338926
2023-01-17T17:20:30.464Z,91.24,2.749,35.681482,-96.66277,44,4.626,154.5674815
2023-01-17T17:20:30.592Z,91.24,2.749,35.681482,-96.66277,44,4.626,153.4739851
2023-01-17T17:20:30.72Z,91.24,4.361,35.681499,-96.662773,44,4.488,153.6683816
2023-01-17T17:20:30.848Z,91.24,4.361,35.681499,-96.662773,44,4.488,152.8178866
2023-01-17T17:20:30.976Z,91.24,4.361,35.681499,-96.662773,44,4.488,152.2346939
2023-01-17T17:20:31.104Z,91.24,4.361,35.681499,-96.662773,44,4.488,151.2627005
2023-01-17T17:20:31.232Z,91.24,4.361,35.681499,-96.662773,44,4.488,149.9019108
2023-01-17T17:20:31.36Z,91.24,4.361,35.681499,-96.662773,44,4.488,151.5785965
2023-01-17T17:20:31.488Z,91.24,4.361,35.681499,-96.662773,44,4.488,152.1617937
2023-01-17T17:20:31.616Z,91.24,4.361,35.681499,-96.662773,44,4.488,151.4814
2023-01-17T17:20:31.744Z,91.24,6.844,35.681517,-96.662778,44,4.523,150.3150079
2023-01-17T17:20:31.872Z,91.24,6.844,35.681517,-96.662778,44,4.523,148.8084066
2023-01-17T17:20:32.128Z,91.24,6.844,35.681517,-96.662778,44,4.523,146.1110565
2023-01-17T17:20:32.256Z,91.24,6.844,35.681517,-96.662778,44,4.523,144.8717541
2023-01-17T17:20:32.384Z,91.24,6.844,35.681517,-96.662778,44,4.523,142.3445746
2023-01-17T17:20:32.512Z,91.24,6.844,35.681517,-96.662778,44,4.523,137.9462603
2023-01-17T17:20:32.64Z,91.24,6.844,35.681517,-96.662778,44,4.523,138.9668743
2023-01-17T17:20:32.768Z,91.24,8.195,35.681535,-96.662784,44,4.58,141.615577
2023-01-17T17:20:32.896Z,91.24,8.195,35.681535,-96.662784,44,4.58,143.0735643
2023-01-17T17:20:32Z,91.24,6.844,35.681517,-96.662778,44,4.523,146.9858724
2023-01-17T17:20:33.024Z,91.24,8.195,35.681535,-96.662784,44,4.58,142.7819691
2023-01-17T17:20:33.152Z,91.24,8.195,35.681535,-96.662784,44,4.58,141.9071744
2023-01-17T17:20:33.28Z,91.24,8.195,35.681535,-96.662784,44,4.58,142.295974
2023-01-17T17:20:33.408Z,91.24,8.195,35.681535,-96.662784,44,4.58,142.7090655
2023-01-17T17:20:33.536Z,91.24,8.195,35.681535,-96.662784,44,4.58,142.5632718
2023-01-17T17:20:33.664Z,91.24,8.195,35.681535,-96.662784,44,4.58,143.1707642
2023-01-17T17:20:33.792Z,91.24,10.088,35.681552,-96.662791,44,4.603,142.2716743
2023-01-17T17:20:33.92Z,91.24,10.088,35.681552,-96.662791,44,4.603,143.0492657
2023-01-17T17:20:34.048Z,91.24,10.088,35.681552,-96.662791,44,4.603,143.8511635
2023-01-17T17:20:34.176Z,91.24,10.088,35.681552,-96.662791,44,4.603,140.9594818
2023-01-17T17:20:34.304Z,91.24,10.088,35.681552,-96.662791,44,4.603,137.5817537
2023-01-17T17:20:34.432Z,91.03,10.088,35.681552,-96.662791,44,4.603,131.846955
2023-01-17T17:20:34.56Z,91.03,10.088,35.681552,-96.662791,44,4.603,129.4655535
2023-01-17T17:20:34.688Z,91.24,11.492,35.681569,-96.662799,44,4.58,123.3419127
2023-01-17T17:20:34.816Z,91.24,11.492,35.681569,-96.662799,44,4.58,112.4555069
2023-01-17T17:20:34.944Z,91.24,11.492,35.681569,-96.662799,44,4.58,98.48298274
2023-01-17T17:20:35.072Z,91.24,11.492,35.681569,-96.662799,44,4.58,87.83956274
2023-01-17T17:20:35.2Z,91.24,11.492,35.681569,-96.662799,44,4.58,81.71596669
2023-01-17T17:20:35.328Z,91.24,11.492,35.681569,-96.662799,44,4.58,79.06724729
2023-01-17T17:20:35.456Z,91.24,11.492,35.681569,-96.662799,44,4.58,77.80362062
2023-01-17T17:20:35.584Z,91.24,11.492,35.681569,-96.662799,44,4.58,77.26901725
2023-01-17T17:20:35.712Z,91.24,10.869,35.681587,-96.662807,44,4.338,76.66151255
2023-01-17T17:20:35.84Z,91.24,10.869,35.681587,-96.662807,44,4.338,76.34561203
2023-01-17T17:20:35.968Z,91.24,10.869,35.681587,-96.662807,44,4.338,76.36991061
2023-01-17T17:20:36.096Z,91.03,10.869,35.681587,-96.662807,44,4.338,76.39421254
2023-01-17T17:20:36.224Z,91.03,10.869,35.681587,-96.662807,44,4.338,76.71010636
2023-01-17T17:20:36.352Z,91.03,10.869,35.681587,-96.662807,44,4.338,76.51571214
2023-01-17T17:20:36.48Z,91.03,10.869,35.681587,-96.662807,44,4.338,76.49141692
2023-01-17T17:20:36.608Z,91.03,10.869,35.681587,-96.662807,44,4.338,76.49141021
2023-01-17T17:20:36.736Z,91.03,10.489,35.681601,-96.662813,44,3.406,76.41851112
2023-01-17T17:20:36.864Z,91.03,10.489,35.681601,-96.662813,44,3.406,76.46711275
2023-01-17T17:20:36.992Z,91.03,10.489,35.681601,-96.662813,44,3.406,76.56431489
2023-01-17T17:20:37.12Z,91.03,10.489,35.681601,-96.662813,44,3.406,76.34561203
2023-01-17T17:20:37.248Z,91.03,10.489,35.681601,-96.662813,44,3.406,76.4914158
2023-01-17T17:20:37.376Z,91.24,10.489,35.681601,-96.662813,44,3.406,76.39421031
2023-01-17T17:20:37.504Z,91.03,10.489,35.681601,-96.662813,44,3.406,76.3699162
2023-01-17T17:20:37.632Z,91.03,10.489,35.681601,-96.662813,44,3.406,77.02601135
2023-01-17T17:20:37.76Z,91.24,11.109,35.681612,-96.662818,44,1.864,76.54001407
2023-01-17T17:20:37.888Z,91.24,11.109,35.681612,-96.662818,44,1.864,76.32131681
2023-01-17T17:20:38.016Z,91.24,11.109,35.681612,-96.662818,44,1.864,76.07831202
2023-01-17T17:20:38.144Z,91.24,11.109,35.681612,-96.662818,44,1.864,76.07831649
2023-01-17T17:20:38.272Z,91.03,11.109,35.681612,-96.662818,44,1.864,76.15121335
2023-01-17T17:20:38.4Z,91.03,11.109,35.681612,-96.662818,44,1.864,76.4671094
2023-01-17T17:20:38.528Z,91.03,11.109,35.681612,-96.662818,44,1.864,76.19981274
2023-01-17T17:20:38.656Z,91.03,11.109,35.681612,-96.662818,44,1.864,76.32131346
2023-01-17T17:20:38.784Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.58861011
2023-01-17T17:20:38.912Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.6129154
2023-01-17T17:20:39.04Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.07831314
2023-01-17T17:20:39.168Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.61291428
2023-01-17T17:20:39.296Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.36991061
2023-01-17T17:20:39.424Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.56430818
2023-01-17T17:20:39.552Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.24841325
2023-01-17T17:20:39.68Z,91.03,9.804,35.681617,-96.66282,44,0.852,76.27271295
2023-01-17T17:20:39.808Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.36990167
2023-01-17T17:20:39.936Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.58860005
2023-01-17T17:20:40.064Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.51569985
2023-01-17T17:20:40.192Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.56430148
2023-01-17T17:20:40.32Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.66149914
2023-01-17T17:20:40.448Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.49140239
2023-01-17T17:20:40.576Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.53999954
2023-01-17T17:20:40.704Z,91.03,12.188,35.681619,-96.662821,44,0.242,76.73439711
2023-01-17T17:20:40.832Z,91.03,0,35.681619,-96.662821,44,0.035,76.71009742
2023-01-17T17:20:40.96Z,91.03,0,35.681619,-96.662821,44,0.035,76.61289863
2023-01-17T17:20:41.088Z,91.03,0,35.681619,-96.662821,44,0.035,76.63719833
2023-01-17T17:20:41.216Z,91.03,0,35.681619,-96.662821,44,0.035,76.71009742
2023-01-17T17:20:41.344Z,91.03,0,35.681619,-96.662821,44,0.035,76.66149803
2023-01-17T17:20:41.472Z,91.03,0,35.681619,-96.662821,44,0.035,76.2241035
2023-01-17T17:20:41.6Z,91.03,0,35.681619,-96.662821,44,0.035,76.53999954
2023-01-17T17:20:41.728Z,91.03,0,35.681619,-96.662821,44,0.046,76.49140015
2023-01-17T17:20:41.856Z,91.03,0,35.681619,-96.662821,44,0.046,76.61289863
2023-01-17T17:20:41.984Z,91.03,0,35.681619,-96.662821,44,0.046,76.66149803
2023-01-17T17:20:42.112Z,91.03,0,35.681619,-96.662821,44,0.046,76.61289863
2023-01-17T17:20:42.24Z,91.03,0,35.681619,-96.662821,44,0.046,76.66149803
2023-01-17T17:20:42.368Z,91.03,0,35.681619,-96.662821,44,0.046,76.56429924
2023-01-17T17:20:42.496Z,91.03,0,35.681619,-96.662821,44,0.046,76.58860005
2023-01-17T17:20:42.624Z,91.03,0,35.681619,-96.662821,44,0.046,76.75869681
2023-01-17T17:20:42.752Z,91.03,0,35.681619,-96.662821,44,0.023,77.12319225
2023-01-17T17:20:42.88Z,91.03,0,35.681619,-96.662821,44,0.023,77.36619145
2023-01-17T17:20:43.008Z,91.03,0,35.681619,-96.662821,44,0.023,77.05029428
2023-01-17T17:20:43.136Z,91.03,0,35.681619,-96.662821,44,0.023,77.31759429
2023-01-17T17:20:43.264Z,91.03,0,35.681619,-96.662821,44,0.023,77.36619145
2023-01-17T17:20:43.392Z,91.03,0,35.681619,-96.662821,44,0.023,77.12319337
2023-01-17T17:20:43.52Z,91.03,0,35.681619,-96.662821,44,0.023,77.58488983
2023-01-17T17:20:43.648Z,91.03,0,35.681619,-96.662821,44,0.023,77.46338911
2023-01-17T17:20:43.776Z,91.03,0,35.681619,-96.662821,44,0.046,77.73069359
