,Start,End,passID,lat_min,lat_max,long_min,long_max
0,2022-09-29T19:39:34.049Z,2022-09-29T19:40:39.969Z,70,37.819064,37.81907,-121.285808,-121.284786
1,2022-09-29T19:43:01.025Z,2022-09-29T19:44:05.921Z,71,37.819069,37.819074,-121.285814,-121.28481
2,2022-09-29T19:45:51.009Z,2022-09-29T19:46:58.977Z,72,37.819088,37.819093,-121.285815,-121.284795
3,2022-09-29T19:49:26.049Z,2022-09-29T19:50:28.897Z,73,37.819088,37.81909,-121.285778,-121.284803
4,2022-09-29T19:52:33.057Z,2022-09-29T19:53:37.953Z,74,37.819076,37.819082,-121.28581,-121.284818
